,PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER
0,203999,Nikola,Jokic,Nikola Jokic,"Jokic, Nikola",N. Jokic,nikola-jokic,1995-02-19T00:00:00,Mega Basket,Serbia,Mega Basket/Serbia,7-0,284,5,15,Center,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,nikola_jokic,2015,2020,N,Y,Y,2014,2,41
0,1627745,Damian,Jones,Damian Jones,"Jones, Damian",D. Jones,damian-jones,1995-06-30T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-11,245,4,30,Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,damian_jones,2016,2020,Y,Y,Y,2016,1,30
0,1626145,Tyus,Jones,Tyus Jones,"Jones, Tyus",T. Jones,tyus-jones,1996-05-10T00:00:00,Duke,USA,Duke/USA,6-0,196,5,21,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,tyus_jones,2015,2020,Y,Y,Y,2015,1,24
0,1627884,Derrick,Jones Jr.,Derrick Jones Jr.,"Jones Jr., Derrick",D. Jones Jr.,derrick-jones-jr,1997-02-15T00:00:00,UNLV,USA,UNLV/USA,6-6,210,4,5,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,derrick_jones jr.,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201599,DeAndre,Jordan,DeAndre Jordan,"Jordan, DeAndre",D. Jordan,deandre-jordan,1988-07-21T00:00:00,Texas A&M,USA,Texas A&M/USA,6-11,265,12,6,Center,Active,N,1610612751,Nets,BKN,nets,Brooklyn,deandre_jordan,2008,2020,N,Y,Y,2008,2,35
0,202709,Cory,Joseph,Cory Joseph,"Joseph, Cory",C. Joseph,cory-joseph,1991-08-20T00:00:00,Texas,Canada,Texas/Canada,6-3,200,9,9,Guard,Active,N,1610612758,Kings,SAC,kings,Sacramento,cory_joseph,2011,2020,Y,Y,Y,2011,1,29
0,1629662,Mfiondu,Kabengele,Mfiondu Kabengele,"Kabengele, Mfiondu",M. Kabengele,mfiondu-kabengele,1997-08-14T00:00:00,Florida State,Canada,Florida State/Canada,6-9,250,1,25,Forward-Center,Active,N,1610612746,Clippers,LAC,clippers,LA,mfiondu_kabengele,2019,2020,Y,Y,Y,2019,1,27
0,1626163,Frank,Kaminsky,Frank Kaminsky,"Kaminsky, Frank",F. Kaminsky,frank-kaminsky,1993-04-04T00:00:00,Wisconsin,USA,Wisconsin/USA,7-0,240,5,8,Forward-Center,Active,N,1610612756,Suns,PHX,suns,Phoenix,frank_kaminsky,2015,2020,N,Y,Y,2015,1,9
0,202683,Enes,Kanter,Enes Kanter,"Kanter, Enes",E. Kanter,enes-kanter,1992-05-20T00:00:00,Fenerbahce,Turkey,Fenerbahce/Turkey,6-10,250,9,11,Center,Active,N,1610612738,Celtics,BOS,celtics,Boston,enes_kanter,2011,2020,N,Y,Y,2011,1,3
0,1628379,Luke,Kennard,Luke Kennard,"Kennard, Luke",L. Kennard,luke-kennard,1996-06-24T00:00:00,Duke,USA,Duke/USA,6-5,206,3,5,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,luke_kennard,2017,2020,Y,Y,Y,2017,1,12
0,1629742,Stanton,Kidd,Stanton Kidd,"Kidd, Stanton",S. Kidd,stanton-kidd,1992-03-18T00:00:00,Colorado State,USA,Colorado State/USA,6-6,216,0,,Forward,Inactive,N,0,,,,,stanton_kidd,2019,2019,N,Y,Y,Undrafted,Undrafted,Undrafted
0,203077,Michael,Kidd-Gilchrist,Michael Kidd-Gilchrist,"Kidd-Gilchrist, Michael",M. Kidd-Gilchrist,michael-kidd-gilchrist,1993-09-26T00:00:00,Kentucky,USA,Kentucky/USA,6-6,232,8,9,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,michael_kidd-gilchrist,2012,2020,N,Y,Y,2012,1,2
0,1629663,Louis,King,Louis King,"King, Louis",L. King,louis-king,1999-04-06T00:00:00,Oregon,USA,Oregon/USA,6-7,205,1,14,Forward,Active,N,1610612765,Pistons,DET,pistons,Detroit,louis_king,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628467,Maxi,Kleber,Maxi Kleber,"Kleber, Maxi",M. Kleber,maxi-kleber,1992-01-29T00:00:00,Bayern Munich,Germany,Bayern Munich/Germany,6-10,240,3,42,Forward,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,maxi_kleber,2017,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,202688,Brandon,Knight,Brandon Knight,"Knight, Brandon",B. Knight,brandon-knight,1991-12-02T00:00:00,Kentucky,USA,Kentucky/USA,6-2,182,8,20,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,brandon_knight,2011,2020,Y,Y,Y,2011,1,8
0,1628995,Kevin,Knox II,Kevin Knox II,"Knox II, Kevin",K. Knox II,kevin-knox-ii,1999-08-11T00:00:00,Kentucky,USA,Kentucky/USA,6-7,215,2,20,Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,kevin_knox,2018,2020,N,Y,Y,2018,1,9
0,1629723,John,Konchar,John Konchar,"Konchar, John",J. Konchar,john-konchar,1996-03-22T00:00:00,Indiana-Purdue Fort Wayne,USA,Indiana-Purdue Fort Wayne/USA,6-5,210,1,46,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,john_konchar,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1627788,Furkan,Korkmaz,Furkan Korkmaz,"Korkmaz, Furkan",F. Korkmaz,furkan-korkmaz,1997-07-24T00:00:00,Anadolu Efes,Turkey,Anadolu Efes/Turkey,6-7,202,3,30,Guard-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,furkan_korkmaz,2017,2020,Y,Y,Y,2016,1,26
0,1628436,Luke,Kornet,Luke Kornet,"Kornet, Luke",L. Kornet,luke-kornet,1995-07-15T00:00:00,Vanderbilt,USA,Vanderbilt/USA,7-2,250,3,2,Forward-Center,Active,N,1610612741,Bulls,CHI,bulls,Chicago,luke_kornet,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,2594,Kyle,Korver,Kyle Korver,"Korver, Kyle",K. Korver,kyle-korver,1981-03-17T00:00:00,Creighton,USA,Creighton/USA,6-7,212,17,26,Guard-Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,kyle_korver,2003,2020,N,Y,Y,2003,2,51
0,1629066,Rodions,Kurucs,Rodions Kurucs,"Kurucs, Rodions",R. Kurucs,rodions-kurucs,1998-02-05T00:00:00,FC Barcelona,Latvia,FC Barcelona/Latvia,6-9,228,2,00,Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,rodions_kurucs,2018,2020,Y,Y,Y,2018,2,40
0,1628398,Kyle,Kuzma,Kyle Kuzma,"Kuzma, Kyle",K. Kuzma,kyle-kuzma,1995-07-24T00:00:00,Utah,USA,Utah/USA,6-8,221,3,0,Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,kyle_kuzma,2017,2020,N,Y,Y,2017,1,27
0,203897,Zach,LaVine,Zach LaVine,"LaVine, Zach",Z. LaVine,zach-lavine,1995-03-10T00:00:00,UCLA,USA,UCLA/USA,6-6,200,6,8,Guard-Forward,Active,N,1610612741,Bulls,CHI,bulls,Chicago,zach_lavine,2014,2020,N,Y,Y,2014,1,13
0,1627746,Skal,Labissiere,Skal Labissiere,"Labissiere, Skal",S. Labissiere,skal-labissiere,1996-03-18T00:00:00,Kentucky,Haiti,Kentucky/Haiti,6-10,235,4,7,Forward-Center,Active,N,1610612737,Hawks,ATL,hawks,Atlanta,skal_labissiere,2016,2020,Y,Y,Y,2016,1,28
0,203087,Jeremy,Lamb,Jeremy Lamb,"Lamb, Jeremy",J. Lamb,jeremy-lamb,1992-05-30T00:00:00,Connecticut,USA,Connecticut/USA,6-5,180,8,26,Guard-Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,jeremy_lamb,2012,2020,Y,Y,Y,2012,1,12
0,1629641,Romeo,Langford,Romeo Langford,"Langford, Romeo",R. Langford,romeo-langford,1999-10-25T00:00:00,Indiana,USA,Indiana/USA,6-4,216,1,45,Guard-Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,romeo_langford,2019,2020,Y,Y,Y,2019,1,14
0,1629724,Vic,Law,Vic Law,"Law, Vic",V. Law,vic-law,1995-12-19T00:00:00,Northwestern,USA,Northwestern/USA,6-7,201,1,23,Forward,Active,N,1610612753,Magic,ORL,magic,Orlando,vic_law,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1627774,Jake,Layman,Jake Layman,"Layman, Jake",J. Layman,jake-layman,1994-03-07T00:00:00,Maryland,USA,Maryland/USA,6-8,209,4,10,Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jake_layman,2016,2020,Y,Y,Y,2016,2,47
0,1627747,Caris,LeVert,Caris LeVert,"LeVert, Caris",C. LeVert,caris-levert,1994-08-25T00:00:00,Michigan,USA,Michigan/USA,6-6,205,4,22,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,caris_levert,2016,2020,N,Y,Y,2016,1,20
0,1628388,TJ,Leaf,TJ Leaf,"Leaf, TJ",T. Leaf,tj-leaf,1997-04-30T00:00:00,UCLA,USA,UCLA/USA,6-10,222,3,22,Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,tj_leaf,2017,2020,Y,Y,Y,2017,1,18
0,1629665,Jalen,Lecque,Jalen Lecque,"Lecque, Jalen",J. Lecque,jalen-lecque,2000-06-13T00:00:00,Edgewater HS (FL),USA,Edgewater HS (FL)/USA,6-4,185,1,0,Guard,Active,N,1610612760,Thunder,OKC,thunder,Oklahoma City,jalen_lecque,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201584,Courtney,Lee,Courtney Lee,"Lee, Courtney",C. Lee,courtney-lee,1985-10-03T00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-5,215,12,1,Guard,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,courtney_lee,2008,2020,Y,Y,Y,2008,1,22
0,1627814,Damion,Lee,Damion Lee,"Lee, Damion",D. Lee,damion-lee,1992-10-21T00:00:00,Louisville,USA,Louisville/USA,6-5,210,3,1,Guard-Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,damion_lee,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203458,Alex,Len,Alex Len,"Len, Alex",A. Len,alex-len,1993-06-16T00:00:00,Maryland,Ukraine,Maryland/Ukraine,7-0,250,7,25,Center,Active,N,1610612758,Kings,SAC,kings,Sacramento,alex_len,2013,2020,N,Y,Y,2013,1,5
0,202695,Kawhi,Leonard,Kawhi Leonard,"Leonard, Kawhi",K. Leonard,kawhi-leonard,1991-06-29T00:00:00,San Diego State,USA,San Diego State/USA,6-7,225,9,2,Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,kawhi_leonard,2011,2020,N,Y,Y,2011,1,15
0,203086,Meyers,Leonard,Meyers Leonard,"Leonard, Meyers",M. Leonard,meyers-leonard,1992-02-27T00:00:00,Illinois,USA,Illinois/USA,7-0,260,8,0,Forward-Center,Active,N,1610612748,Heat,MIA,heat,Miami,meyers_leonard,2012,2020,N,Y,Y,2012,1,11
0,203081,Damian,Lillard,Damian Lillard,"Lillard, Damian",D. Lillard,damian-lillard,1990-07-15T00:00:00,Weber State,USA,Weber State/USA,6-2,195,8,0,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,damian_lillard,2012,2020,N,Y,Y,2012,1,6
0,1629642,Nassir,Little,Nassir Little,"Little, Nassir",N. Little,nassir-little,2000-02-11T00:00:00,North Carolina,USA,North Carolina/USA,6-5,220,1,9,Forward-Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,nassir_little,2019,2020,N,Y,Y,2019,1,25
0,1626172,Kevon,Looney,Kevon Looney,"Looney, Kevon",K. Looney,kevon-looney,1996-02-06T00:00:00,UCLA,USA,UCLA/USA,6-9,222,5,5,Forward,Active,N,1610612744,Warriors,GSW,warriors,Golden State,kevon_looney,2015,2020,Y,Y,Y,2015,1,30
0,201572,Brook,Lopez,Brook Lopez,"Lopez, Brook",B. Lopez,brook-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,282,12,11,Center,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,brook_lopez,2008,2020,N,Y,Y,2008,1,10
0,201577,Robin,Lopez,Robin Lopez,"Lopez, Robin",R. Lopez,robin-lopez,1988-04-01T00:00:00,Stanford,USA,Stanford/USA,7-0,281,12,42,Center,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,robin_lopez,2008,2020,N,Y,Y,2008,1,15
0,201567,Kevin,Love,Kevin Love,"Love, Kevin",K. Love,kevin-love,1988-09-07T00:00:00,UCLA,USA,UCLA/USA,6-8,251,12,0,Forward-Center,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,kevin_love,2008,2020,N,Y,Y,2008,1,5
0,200768,Kyle,Lowry,Kyle Lowry,"Lowry, Kyle",K. Lowry,kyle-lowry,1986-03-25T00:00:00,Villanova,USA,Villanova/USA,6-0,196,14,7,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,kyle_lowry,2006,2020,N,Y,Y,2006,1,24
0,1627789,Timothe,Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,"Luwawu-Cabarrot, Timothe",T. Luwawu-Cabarrot,timothe-luwawu-cabarrot,1995-05-09T00:00:00,Mega Basket,France,Mega Basket/France,6-7,220,4,9,Guard-Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,timothe_luwawu-cabarrot,2016,2020,Y,Y,Y,2016,1,24
0,1626168,Trey,Lyles,Trey Lyles,"Lyles, Trey",T. Lyles,trey-lyles,1995-11-05T00:00:00,Kentucky,USA,Kentucky/USA,6-9,234,5,41,Forward,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,trey_lyles,2015,2020,N,Y,Y,2015,1,12
0,1629133,Daryl,Macon,Daryl Macon,"Macon, Daryl",D. Macon,daryl-macon,1995-11-29T00:00:00,Arkansas,USA,Arkansas/USA,6-2,185,1,,Guard,Inactive,N,0,,,,,daryl_macon,2018,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203705,Josh,Magette,Josh Magette,"Magette, Josh",J. Magette,josh-magette,1989-11-28T00:00:00,Alabama-Huntsville,USA,Alabama-Huntsville/USA,6-1,160,1,,Guard,Inactive,N,0,,,,,josh_magette,2017,2019,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,101133,Ian,Mahinmi,Ian Mahinmi,"Mahinmi, Ian",I. Mahinmi,ian-mahinmi,1986-11-05T00:00:00,Pau Orthez,France,Pau Orthez/France,6-11,262,12,28,Center,Active,N,1610612764,Wizards,WAS,wizards,Washington,ian_mahinmi,2007,2020,Y,Y,Y,2005,1,28
0,1627748,Thon,Maker,Thon Maker,"Maker, Thon",T. Maker,thon-maker,1997-02-25T00:00:00,Athlete Institute Prep,South Sudan,Athlete Institute Prep/South Sudan,7-0,221,4,7,Forward-Center,Active,N,1610612765,Pistons,DET,pistons,Detroit,thon_maker,2016,2020,N,Y,Y,2016,1,10
0,1629611,Terance,Mann,Terance Mann,"Mann, Terance",T. Mann,terance-mann,1996-10-18T00:00:00,Florida State,USA,Florida State/USA,6-5,215,1,14,Guard-Forward,Active,N,1610612746,Clippers,LAC,clippers,LA,terance_mann,2019,2020,Y,Y,Y,2019,2,48
0,1626246,Boban,Marjanovic,Boban Marjanovic,"Marjanovic, Boban",B. Marjanovic,boban-marjanovic,1988-08-15T00:00:00,Crvena zvezda,Serbia,Crvena zvezda/Serbia,7-4,290,5,51,Center,Active,N,1610612742,Mavericks,DAL,mavericks,Dallas,boban_marjanovic,2015,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628374,Lauri,Markkanen,Lauri Markkanen,"Markkanen, Lauri",L. Markkanen,lauri-markkanen,1997-05-22T00:00:00,Arizona,Finland,Arizona/Finland,7-0,240,3,24,Forward-Center,Active,N,1610612741,Bulls,CHI,bulls,Chicago,lauri_markkanen,2017,2020,N,Y,Y,2017,1,7
0,1628997,Caleb,Martin,Caleb Martin,"Martin, Caleb",C. Martin,caleb-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-5,205,1,10,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,caleb_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628998,Cody,Martin,Cody Martin,"Martin, Cody",C. Martin,cody-martin,1995-09-28T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,6-5,205,1,11,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,cody_martin,2019,2020,Y,Y,Y,2019,2,36
0,1629725,Jeremiah,Martin,Jeremiah Martin,"Martin, Jeremiah",J. Martin,jeremiah-martin,1996-06-19T00:00:00,Memphis,USA,Memphis/USA,6-2,185,1,0,Guard,Active,N,1610612751,Nets,BKN,nets,Brooklyn,jeremiah_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629103,Kelan,Martin,Kelan Martin,"Martin, Kelan",K. Martin,kelan-martin,1995-08-03T00:00:00,Butler,USA,Butler/USA,6-5,230,1,30,Forward,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kelan_martin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628412,Frank,Mason,Frank Mason,"Mason, Frank",F. Mason,frank-mason,1994-04-03T00:00:00,Kansas,USA,Kansas/USA,5-11,190,3,15,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,frank_mason,2017,2020,Y,Y,Y,2017,2,34
0,1629726,Garrison,Mathews,Garrison Mathews,"Mathews, Garrison",G. Mathews,garrison-mathews,1996-10-24T00:00:00,Lipscomb,USA,Lipscomb/USA,6-5,215,1,24,Guard,Active,N,1610612764,Wizards,WAS,wizards,Washington,garrison_mathews,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,202083,Wesley,Matthews,Wesley Matthews,"Matthews, Wesley",W. Matthews,wesley-matthews,1986-10-14T00:00:00,Marquette,USA,Marquette/USA,6-4,220,11,9,Guard,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,wesley_matthews,2009,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1627775,Patrick,McCaw,Patrick McCaw,"McCaw, Patrick",P. McCaw,patrick-mccaw,1995-10-25T00:00:00,UNLV,USA,UNLV/USA,6-7,181,4,22,Guard,Active,N,1610612761,Raptors,TOR,raptors,Toronto,patrick_mccaw,2016,2020,Y,Y,Y,2016,2,38
0,203468,CJ,McCollum,CJ McCollum,"McCollum, CJ",C. McCollum,cj-mccollum,1991-09-19T00:00:00,Lehigh,USA,Lehigh /USA,6-3,190,7,3,Guard,Active,N,1610612757,Trail Blazers,POR,blazers,Portland,cj_mccollum,2013,2020,Y,Y,Y,2013,1,10
0,204456,T.J.,McConnell,T.J. McConnell,"McConnell, T.J.",T. McConnell,tj-mcconnell,1992-03-25T00:00:00,Arizona,USA,Arizona/USA,6-1,190,5,9,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,t.j._mcconnell,2015,2020,N,Y,Y,2015,,
0,1629667,Jalen,McDaniels,Jalen McDaniels,"McDaniels, Jalen",J. McDaniels,jalen-mcdaniels,1998-01-31T00:00:00,San Diego State,USA,San Diego State/USA,6-10,205,1,6,Forward-Center,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,jalen_mcdaniels,2019,2020,Y,Y,Y,2019,2,52
0,203926,Doug,McDermott,Doug McDermott,"McDermott, Doug",D. McDermott,doug-mcdermott,1992-01-03T00:00:00,Creighton,USA,Creighton/USA,6-7,225,6,20,Forward,Active,N,1610612754,Pacers,IND,pacers,Indiana,doug_mcdermott,2014,2020,N,Y,Y,2014,1,11
0,201580,JaVale,McGee,JaVale McGee,"McGee, JaVale",J. McGee,javale-mcgee,1988-01-19T00:00:00,Nevada-Reno,USA,Nevada-Reno/USA,7-0,270,12,7,Center-Forward,Active,N,1610612747,Lakers,LAL,lakers,Los Angeles,javale_mcgee,2008,2020,N,Y,Y,2008,1,18
0,203585,Rodney,McGruder,Rodney McGruder,"McGruder, Rodney",R. McGruder,rodney-mcgruder,1991-07-29T00:00:00,Kansas State,USA,Kansas State/USA,6-4,205,4,19,Guard,Active,N,1610612746,Clippers,LAC,clippers,LA,rodney_mcgruder,2016,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628035,Alfonzo,McKinnie,Alfonzo McKinnie,"McKinnie, Alfonzo",A. McKinnie,alfonzo-mckinnie,1992-09-17T00:00:00,Wisconsin-Green Bay,USA,Wisconsin-Green Bay/USA,6-7,215,3,28,Forward,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,alfonzo_mckinnie,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629162,Jordan,McLaughlin,Jordan McLaughlin,"McLaughlin, Jordan",J. McLaughlin,jordan-mclaughlin,1996-04-09T00:00:00,Southern California,USA,Southern California/USA,5-11,185,1,6,Guard,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,jordan_mclaughlin,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,203463,Ben,McLemore,Ben McLemore,"McLemore, Ben",B. McLemore,ben-mclemore,1993-02-11T00:00:00,Kansas,USA,Kansas/USA,6-3,195,7,16,Guard,Active,N,1610612745,Rockets,HOU,rockets,Houston,ben_mclemore,2013,2020,Y,Y,Y,2013,1,7
0,203895,Jordan,McRae,Jordan McRae,"McRae, Jordan",J. McRae,jordan-mcrae,1991-03-28T00:00:00,Tennessee,USA,Tennessee/USA,6-5,179,4,52,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,jordan_mcrae,2015,2020,Y,Y,Y,2014,2,58
0,1629740,Nicolo,Melli,Nicolo Melli,"Melli, Nicolo",N. Melli,nicolo-melli,1991-01-26T00:00:00,Fenerbahce,Italy,Fenerbahce/Italy,6-9,236,1,20,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,nicolo_melli,2019,2020,N,Y,Y,Undrafted,Undrafted,Undrafted
0,1629001,De'Anthony,Melton,De'Anthony Melton,"Melton, De'Anthony",D. Melton,deanthony-melton,1998-05-28T00:00:00,Southern California,USA,Southern California/USA,6-2,200,2,0,Guard,Active,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,deanthony_melton,2018,2020,Y,Y,Y,2018,2,46
0,1629002,Chimezie,Metu,Chimezie Metu,"Metu, Chimezie",C. Metu,chimezie-metu,1997-03-22T00:00:00,Southern California,USA,Southern California/USA,6-9,225,2,7,Forward-Center,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,chimezie_metu,2018,2020,Y,Y,Y,2018,2,49
0,203114,Khris,Middleton,Khris Middleton,"Middleton, Khris",K. Middleton,khris-middleton,1991-08-12T00:00:00,Texas A&M,USA,Texas A&M/USA,6-7,222,8,22,Forward,Active,N,1610612749,Bucks,MIL,bucks,Milwaukee,khris_middleton,2012,2020,Y,Y,Y,2012,2,39
0,101139,CJ,Miles,CJ Miles,"Miles, CJ",C. Miles,cj-miles,1987-03-18T00:00:00,Skyline HS (TX),USA,Skyline HS (TX)/USA,6-6,220,14,,Guard,Inactive,N,0,,,,,cj_miles,2005,2019,Y,Y,Y,2005,2,34
0,203121,Darius,Miller,Darius Miller,"Miller, Darius",D. Miller,darius-miller,1990-03-21T00:00:00,Kentucky,USA,Kentucky/USA,6-6,225,5,21,Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,darius_miller,2012,2020,Y,Y,Y,2012,2,46
0,1626259,Malcolm,Miller,Malcolm Miller,"Miller, Malcolm",M. Miller,malcolm-miller,1993-03-06T00:00:00,Holy Cross,USA,Holy Cross/USA,6-7,210,3,13,Guard-Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,malcolm_miller,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,201988,Patty,Mills,Patty Mills,"Mills, Patty",P. Mills,patty-mills,1988-08-11T00:00:00,St.Mary's College of California,Australia,St.Mary's College of California/Australia,6-1,180,11,8,Guard,Active,N,1610612759,Spurs,SAS,spurs,San Antonio,patty_mills,2009,2020,Y,Y,Y,2009,2,55
0,200794,Paul,Millsap,Paul Millsap,"Millsap, Paul",P. Millsap,paul-millsap,1985-02-10T00:00:00,Louisiana Tech,USA,Louisiana Tech/USA,6-7,257,14,4,Forward,Active,N,1610612743,Nuggets,DEN,nuggets,Denver,paul_millsap,2006,2020,N,Y,Y,2006,2,47
0,1629003,Shake,Milton,Shake Milton,"Milton, Shake",S. Milton,shake-milton,1996-09-26T00:00:00,Southern Methodist,USA,Southern Methodist/USA,6-5,205,2,18,Guard-Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,shake_milton,2018,2020,Y,Y,Y,2018,2,54
0,1628378,Donovan,Mitchell,Donovan Mitchell,"Mitchell, Donovan",D. Mitchell,donovan-mitchell,1996-09-07T00:00:00,Louisville,USA,Louisville/USA,6-1,215,3,45,Guard,Active,N,1610612762,Jazz,UTA,jazz,Utah,donovan_mitchell,2017,2020,N,Y,Y,2017,1,13
0,1628513,Naz,Mitrou-Long,Naz Mitrou-Long,"Mitrou-Long, Naz",N. Mitrou-Long,naz-mitrou-long,1993-08-03T00:00:00,Iowa State,Canada,Iowa State/Canada,6-3,218,3,15,Guard,Active,N,1610612754,Pacers,IND,pacers,Indiana,naz_mitrou-long,2017,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1629690,Adam,Mokoka,Adam Mokoka,"Mokoka, Adam",A. Mokoka,adam-mokoka,1998-07-18T00:00:00,Mega Basket,France,Mega Basket/France,6-5,190,1,20,Guard,Active,N,1610612741,Bulls,CHI,bulls,Chicago,adam_mokoka,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,1628370,Malik,Monk,Malik Monk,"Monk, Malik",M. Monk,malik-monk,1998-02-04T00:00:00,Kentucky,USA,Kentucky/USA,6-3,200,3,1,Guard,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,malik_monk,2017,2020,Y,Y,Y,2017,1,11
0,1629760,Matt,Mooney,Matt Mooney,"Mooney, Matt",M. Mooney,matt-mooney,1997-02-07T00:00:00,Texas Tech,USA,Texas Tech/USA,6-2,199,1,31,Guard,Active,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,matt_mooney,2019,2020,Y,Y,Y,Undrafted,Undrafted,Undrafted
0,202734,E'Twaun,Moore,E'Twaun Moore,"Moore, E'Twaun",E. Moore,etwaun-moore,1989-02-25T00:00:00,Purdue,USA,Purdue/USA,6-3,191,9,55,Guard,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,e'twaun_moore,2011,2020,N,Y,Y,2011,2,55
